Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
1986-03-13,0.05959760770201683,0.062258663268156995,0.05427672059162953,0.05427672059162953,1031788800
1986-03-14,0.06172596290707588,0.06279075234632554,0.05959760805047674,0.05959760805047674,308160000
1986-03-17,0.06279077380895615,0.06332286270498023,0.06172598400574872,0.06172598400574872,133171200
1986-03-18,0.06119387224316597,0.06332283904288204,0.0606617835459696,0.06279075034568567,67766400
1986-03-19,0.060129713267087936,0.06172597984762899,0.059597624406907586,0.06119389098744864,47894400
1986-03-20,0.05853341147303581,0.06012967709326862,0.058001322932958205,0.06012967709326862,58435200
1986-03-21,0.05693715810775757,0.05959760138077009,0.05587298079855255,0.05853342407156508,59990400
1986-03-24,0.05534091219305992,0.056937178735168764,0.0548088233456903,0.056937178735168764,65289600
1986-03-25,0.056405067443847656,0.056405067443847656,0.05480880153690363,0.055340890172551636,32083200
1986-03-26,0.05800135061144829,0.05853343940544092,0.05587299543547777,0.056405084229470395,22752000
1986-03-27,0.05906552076339722,0.05906552076339722,0.058001343309386263,0.058001343309386263,16848000
1986-03-31,0.05853341147303581,0.05906550001311341,0.0574692343928806,0.05906550001311341,12873600
1986-04-01,0.05800135061144829,0.05853343940544092,0.05800135061144829,0.05853343940544092,11088000
1986-04-02,0.05853341147303581,0.05959758855319102,0.058001322932958205,0.058001322932958205,27014400
1986-04-03,0.05906552076339722,0.06066178694441365,0.05906552076339722,0.05906552076339722,23040000
1986-04-04,0.05906552076339722,0.05959760949040269,0.05906552076339722,0.05906552076339722,26582400
1986-04-07,0.05800135061144829,0.05959761699342618,0.056937173023463024,0.059065528199433545,16560000
1986-04-08,0.05853341147303581,0.05959758855319102,0.058001322932958205,0.058001322932958205,10252800
1986-04-09,0.05959760770201683,0.060129696413055565,0.058533430279939375,0.058533430279939375,12153600
1986-04-10,0.060129713267087936,0.06066180212726829,0.058533446686546885,0.059597624406907586,13881600
1986-04-11,0.06119387224316597,0.0622586616484893,0.0606617835459696,0.0606617835459696,17222400
1986-04-14,0.06172596290707588,0.06225866363217576,0.0611938741929261,0.0611938741929261,12153600
1986-04-15,0.06172596290707588,0.06172596290707589,0.05959760805047674,0.06172596290707589,9302400
1986-04-16,0.06385495513677597,0.06438704406226284,0.06119389849814848,0.06172598742363534,31910400
1986-04-17,0.06438703089952469,0.06438703089952469,0.06385494208281355,0.06385494208281355,22003200
1986-04-18,0.06225864589214325,0.06438700014228729,0.061725945318831535,0.06438700014228729,21628800
1986-04-21,0.06225864589214325,0.06279073445467925,0.06066176819375951,0.06225864589214325,22924800
1986-04-22,0.06119387224316597,0.0622586616484893,0.06119387224316597,0.0622586616484893,15552000
1986-04-23,0.061459917575120926,0.061725964221484034,0.0606617867705236,0.061193875496003816,15609600
1986-04-24,0.06757955998182297,0.06864373755512358,0.061193882530985844,0.06145992464068774,62352000
1986-04-25,0.07183686643838882,0.07476335640298644,0.06811163374261327,0.06811163374261327,85795200
1986-04-28,0.07236894965171814,0.07290103828087181,0.07130416038255848,0.07183686102256447,28886400
1986-04-29,0.07023999840021133,0.0723689653906911,0.06970790965533774,0.0723689653906911,30326400
1986-04-30,0.06864370405673981,0.07077205816469627,0.06704743847577245,0.07023996963770716,30902400
1986-05-01,0.06757955998182297,0.06864373755512358,0.06651538240852237,0.06864373755512358,54345600
1986-05-02,0.06757955998182297,0.06864373755512358,0.06704747119517267,0.06757955998182297,20246400
1986-05-05,0.06704744696617126,0.0675795355605402,0.06704744696617126,0.0675795355605402,3254400
1986-05-06,0.06757955998182297,0.06864373755512358,0.06757955998182297,0.06757955998182297,9734400
1986-05-07,0.06757955998182297,0.06811164876847328,0.06651538240852237,0.06757955998182297,5155200
1986-05-08,0.06811165064573288,0.06811165064573288,0.06704747304310194,0.06757956184441741,3542400
1986-05-09,0.06757955998182297,0.06811164876847328,0.06757955998182297,0.06811164876847328,6076800
1986-05-12,0.06811165064573288,0.0697079170496793,0.06757956184441741,0.06757956184441741,10483200
1986-05-13,0.06864370405673981,0.06917579258372893,0.06811161552975069,0.06811161552975069,3830400
1986-05-14,0.06811165064573288,0.06864373944704835,0.06811165064573288,0.06864373944704835,9302400
1986-05-15,0.06811165064573288,0.06917582824836382,0.06811165064573288,0.06811165064573288,3801600
1986-05-16,0.06864370405673981,0.07023996963770716,0.06811161552975069,0.06811161552975069,11952000
1986-05-19,0.06757955998182297,0.06864373755512358,0.06704747119517267,0.06864373755512358,11001600
1986-05-20,0.06704744696617126,0.0675795355605402,0.06651535837180234,0.0675795355605402,61977600
1986-05-21,0.06598328053951263,0.06757954658297541,0.06598328053951263,0.06704745790182115,8092800
1986-05-22,0.06598328053951263,0.06651536922066689,0.06598328053951263,0.06598328053951263,4406400
1986-05-23,0.06598328053951263,0.06704745790182115,0.06598328053951263,0.06598328053951263,4089600
1986-05-27,0.06811165064573288,0.06811165064573288,0.06598329544047099,0.06598329544047099,13881600
1986-05-28,0.07023999840021133,0.07023999840021133,0.06811164342071699,0.06811164342071699,15523200
1986-05-29,0.07183686643838882,0.07290104377692513,0.06970789975041773,0.07023998841968589,45676800
1986-05-30,0.074497289955616,0.07556146701089787,0.07236893584505223,0.07236893584505223,27072000
1986-06-02,0.07236894965171814,0.07449730416833283,0.07236894965171814,0.07449730416833283,19728000
1986-06-03,0.07236894965171814,0.07236894965171814,0.07130416038255848,0.07236894965171814,5011200
1986-06-04,0.07183686643838882,0.07290104377692513,0.07130416575822221,0.07236895510765698,4723200
1986-06-05,0.07290104031562805,0.07290104031562805,0.07130416237274391,0.07183686302761823,13708800
1986-06-06,0.07290104031562805,0.07290104031562805,0.07183686302761823,0.07290104031562805,3427200
1986-06-09,0.06970792263746262,0.07290106771236814,0.06970792263746262,0.07290106771236814,12672000
1986-06-10,0.06970792263746262,0.06970792263746262,0.06864374494952726,0.06970792263746262,3427200
1986-06-11,0.06970792263746262,0.06970792263746262,0.06864374494952726,0.06970792263746262,2304000
1986-06-12,0.06704744696617126,0.06970788993801591,0.06651535837180234,0.06970788993801591,13708800
1986-06-13,0.06704744696617126,0.0675795355605402,0.06651535837180234,0.06704744696617126,7891200
1986-06-16,0.06651536375284195,0.0675795410276709,0.06598327511542748,0.06704745239025642,9590400
1986-06-17,0.06757955998182297,0.06864373755512358,0.06704747119517267,0.06704747119517267,13075200
1986-06-18,0.06704744696617126,0.0675795355605402,0.0659832697774334,0.0675795355605402,4348800
1986-06-19,0.06651536375284195,0.0675795410276709,0.06598327511542748,0.06704745239025642,8467200
1986-06-20,0.0667814239859581,0.06704746607534467,0.06651537732932533,0.06651537732932533,3801600
1986-06-23,0.06757955998182297,0.06757955998182297,0.06545120483522175,0.06678142908547077,46195200
1986-06-24,0.06704744696617126,0.06811162415490912,0.06651535837180234,0.0675795355605402,14572800
1986-06-25,0.06598328053951263,0.06757954658297541,0.06598328053951263,0.06704745790182115,15235200
1986-06-26,0.06385495513677597,0.0665153997642103,0.06385495513677597,0.06598331083872343,19152000
1986-06-27,0.06332281231880188,0.06438698926408079,0.06279072384616241,0.06385490079144134,10396800
